1440,3.6531,0
1260,3.8269,0
1330,4.1,0
1330,4.1,0
1280,4.0577,1
1470,4.4167,0
980,3.4286,0
1440,4.12,1
1490,4.2692,0
1290,4.0385,0
1550,4.2679,1
1460,4.06,0
1530,4.2593,0
1530,3.78,0
1360,3.6667,1
1390,4.0769,1
1350,3.9583,0
1090,3.5417,1
1280,4.0208,1
1530,3.84,0
1540,4.1463,0
1360,4.0,0
1360,4.0,0
1360,4.18,0
1520,4.25,0
1300,3.7985,0
1430,4.0545,0
1330,3.8947,0
1600,4.22,0
1250,4.1,0
1260,4.0179,0
1260,4.0179,0
1520,4.0577,0
1500,3.875,0
1230,4.037,0
1190,3.5,0
1490,4.1458,1
1420,4.0833,0
1300,4.1875,0
1500,4.18,0
1500,4.18,0
1380,4.28,0
1490,3.8333,0
1600,4.3897,1
980,2.8958,0
1530,4.1154,0
1580,4.28,0
1420,4.2222,1
1480,3.9592,0
1530,4.1346,1
1200,3.5926,0
1530,4.4,1
1400,4.0769,0
1470,4.06,0
1570,4.2292,0
1550,4.0577,0
1570,4.2857,1
1460,4.1,0
1450,3.4082,0
1460,4.1042,0
1550,4.2759,1
1490,3.6667,0
1410,4.0208,0
1270,3.5385,0
1530,4.36,1
1410,3.8333,0
1540,4.1176,0
1470,4.1923,1
1500,4.125,0
1600,4.3962,0
1360,4.0893,0
1270,3.86,0
1490,4.3448,1
1380,3.9655,0
1500,4.2745,0
1250,3.8958,0
1330,3.9231,0
1550,4.3521,1
1330,3.9783,0
1420,4.2857,1
1360,3.9821,0
1520,3.963,0
1460,4.04,0
1250,4.125,0
1450,4.1361,0
1190,3.4583,0
830,3.4681,0
1380,3.7909,0
1290,3.9432,0
1450,3.3,0
1290,3.9432,0
1450,4.1538,0
1480,3.7917,0
1450,3.7115,0
1520,4.1875,0
1550,4.2069,0
1340,3.6067,0
1480,4.1458,0
1400,3.4815,0
1180,3.2549,0
1320,4.0208,0
1090,3.6458,0
1250,4.217,0
1600,4.4107,1
1270,3.9792,0
1340,3.3125,0
1470,4.1042,1
1520,3.8571,0
1250,3.8261,0
1600,4.3167,1
1510,3.875,0
1550,4.04,0
1600,4.36,0
1410,3.8958,0
1550,4.0192,0
1240,3.6667,0
1420,4.06,0
1400,4.0612,0
1500,4.1837,0
1550,4.1538,0
1330,3.9444,0
1350,3.9167,0
1290,3.7455,0
1310,3.8,0
1270,3.5833,1
1480,4.1296,0
1340,3.4423,0
1320,3.8333,0
1290,3.6078,0
1530,4.05,0
1500,4.1837,0
1500,4.18,0
1500,4.2692,0
1200,2.8958,0
1370,3.9583,0
1450,3.7115,0
1450,4.16,0
1550,4.04,0
1480,4.1569,1
1300,3.5435,0
1520,4.25,0
1280,3.9574,0
1280,3.7083,0
1400,4.16,0
1460,3.6844,0
1110,2.8654,0
1310,3.9,0
1330,3.25,0
1210,2.86,0
1230,4.2321,0
1230,3.2353,0
1320,2.7917,0
1330,4.0417,0
1310,3.68,0
1290,2.5288,0
1370,4.0208,0
1540,4.0417,0
1380,3.8871,0
1420,3.6667,1
1420,3.6667,1
1570,4.1481,0
1470,4.14,1
1550,3.8913,0
1550,3.8913,0
1360,3.6607,0
1600,4.4615,0
1510,3.7174,0
1210,4.0208,0
1280,3.8542,0
1480,4.32,1
1210,4.0417,0
1590,4.1731,1
1390,4.1897,0
1090,3.6495,0
1600,4.56,0
1460,4.0185,0
1450,3.9074,0
1520,4.1458,0
1350,4.02,0
930,3.1667,0
1530,4.1346,1
1250,3.9107,0
1410,3.7963,0
1450,3.8269,0
1450,4.04,0
1590,3.94,0
1490,4.098,0
1260,4.0625,0
1470,4.26,0
1470,4.26,0
1190,4.0417,0
1400,4.125,0
1190,3.6875,0
1340,4.16,0
1480,4.1667,0
1580,4.273,0
1400,4.1379,0
1440,4.2586,0
1550,4.0517,0
1490,3.9828,0
1360,4.0208,0
1550,4.0962,0
1170,2.8776,0
1540,4.28,0
1600,4.3607,0
1350,4.1837,0
1420,3.8235,0
1440,3.8793,0
1110,3.7551,0
1440,4.2586,0
1480,3.8462,0
1380,3.7647,0
1390,4.1071,1
1340,4.16,0
1480,4.098,0
1490,4.2115,0
1290,3.6735,0
1290,3.6735,0
1410,4.15,0
1410,3.8333,1
1600,4.4369,1
1480,4.0569,0
1580,4.4286,1
1580,4.2455,1
1540,4.0394,0
1540,4.3793,1
1490,4.3519,0
1320,4.0833,0
1490,4.2917,0
1210,3.4667,0
1250,3.9107,0
1140,3.6071,0
1490,4.3704,1
1440,3.9808,0
1460,4.1481,0
1350,4.125,0
1530,4.2885,0
1530,4.2885,0
1160,3.1964,0
1520,3.7773,0
1410,3.7895,0
1230,3.4615,0
1160,3.7,0
1550,4.1947,0
1490,4.1667,0
1280,3.8,0
1480,3.5667,0
1420,3.9167,0
1520,4.46,0
1530,4.3333,0
1580,4.0986,1
1580,4.0986,1
1580,4.0986,1
1580,4.0986,1
1600,4.4706,1
1450,4.1569,0
1450,4.1569,0
1560,4.0556,0
1560,4.3125,0
1580,4.34,0
1310,3.7708,0
1580,4.3148,0
1490,4.449,0
1490,4.449,0
1490,4.449,0
1490,4.449,0
1490,4.449,0
1430,4.2826,1
1260,3.5976,0
1470,4.2917,0
1530,4.3571,0
1340,3.5882,0
1470,4.1875,0
1500,3.9796,1
1390,3.6939,0
1450,3.64,0
1530,3.4815,0
1380,3.9792,0
1470,3.7533,0
1510,4.1321,0
1550,4.4138,1
1490,4.2917,0
1310,3.875,0
1390,3.8958,0
1280,3.9792,0
1370,3.8,0
1430,4.12,0
1250,4.0833,0
1580,4.3333,0
1510,3.6042,0
1570,4.0185,0
1530,4.0385,0
1520,4.3333,0
1580,4.3333,1
1340,3.6042,0
1330,4.1042,0
1520,4.1455,0
1480,3.9167,0
1350,3.7759,0
1480,4.125,1
1480,4.125,1
1480,4.125,1
1570,4.3846,0
1330,4.1042,0
1480,4.16,0
1520,4.46,0
1500,3.9464,0
1530,4.28,0
1560,4.4339,0
1560,4.4339,0
1530,4.4339,0
1340,3.0,0
1550,4.2222,0
1210,2.881,0
1410,4.2075,0
1290,3.0408,0
1550,4.3846,0
1460,3.9792,0
1460,3.9792,0
1460,4.2917,1
1540,4.3878,0
1470,3.9804,0
1460,3.8431,1
1480,4.18,1
1070,2.9592,0
1370,3.8,0
1320,3.875,0
1530,4.52,0
1530,4.52,0
1300,3.8542,0
1500,3.875,0
1550,4.0,0
1540,4.1552,0
1560,4.0556,0
1560,4.2174,1
1450,4.22,0
1450,4.22,0
1530,4.25,0
1550,4.3571,0
1580,4.3929,0
1580,4.3929,0
1410,4.1042,0
1480,3.875,0
1570,4.3793,0
1510,4.1346,0
1560,4.4815,0
1530,4.2222,0
1580,4.5385,0
1370,3.8542,0
1550,4.0185,0
1560,4.5893,0
1500,4.3351,0
1530,4.2407,0
1440,3.8333,0
1270,4.0816,0
1490,4.1148,0
1540,4.4,0
1420,3.3529,0
1390,4.0,0
1260,3.78,0
1520,3.98,0
1250,3.5208,0
1130,3.3878,0
1490,4.1667,0
1440,4.24,0
1310,3.8,0
1550,4.06,0
1500,4.38,0
1550,4.3571,0
1570,4.3585,0
1170,3.268,0
1570,4.3704,0
1470,4.1887,0
1590,4.56,0
1540,4.375,1
1460,4.25,0
1580,4.54,0
1560,4.34,1
1570,4.3654,0
1270,3.9792,0
1500,4.32,1
1580,4.4706,0
1520,4.3913,0
1440,3.9583,0
1540,3.88,0
1460,4.18,0
1550,4.4038,0
1320,3.6122,0
1550,4.3889,0
1490,3.7736,0
1350,3.9107,0
1530,4.3333,0
1490,4.125,0
1400,4.102,0
1560,4.4792,1
1470,3.5957,0
1440,3.6667,0
1530,4.3542,0
1490,4.1481,0
1540,4.0,0
1400,3.8302,0
1460,4.0526,0
1560,4.3889,1
1520,4.0192,1
1450,3.66,0
1410,4.0385,0
1540,3.5769,0
1520,4.0,0
1390,4.25,0
1450,3.8654,0
1400,4.0208,0
1540,4.4151,0
1460,3.82,0
1450,3.5652,0
1560,4.2885,0
1550,4.3,0
1340,4.2642,0
1560,4.42,0
1490,3.7885,0
